,date,category,value,label
4170,2018-04-25,Residential Building Request,12,0
4171,2018-04-25,SFHA Requests,5,0
4172,2018-04-25,Sewer Issues,28,0
4173,2018-04-25,Sidewalk or Curb,23,0
4174,2018-04-25,Sign Repair,24,0
4175,2018-04-25,Street Defects,41,0
4176,2018-04-25,Street and Sidewalk Cleaning,527,0
4177,2018-04-25,Streetlights,24,0
4178,2018-04-25,Temporary Sign Request,36,0
4179,2018-04-25,Tree Maintenance,30,0
4180,2018-04-26,311 External Request,6,0
4181,2018-04-26,Abandoned Vehicle,110,0
4182,2018-04-26,Blocked Street or SideWalk,20,0
4183,2018-04-26,Catch Basin Maintenance,1,0
4184,2018-04-26,Color Curb,3,0
4185,2018-04-26,Damaged Property,26,0
4186,2018-04-26,Encampments,222,0
4187,2018-04-26,General Request - 311CUSTOMERSERVICECENTER,2,0
4188,2018-04-26,General Request - ANIMAL CARE CONTROL,1,0
4189,2018-04-26,General Request - BOARD OF SUPERVISORS,1,0
4190,2018-04-26,General Request - BUILDING INSPECTION,8,0
4191,2018-04-26,General Request - COUNTY CLERK,9,0
4192,2018-04-26,General Request - DPH,5,0
4193,2018-04-26,General Request - DTIS,1,0
4194,2018-04-26,General Request - FIRE DEPARTMENT,1,0
4195,2018-04-26,General Request - MTA,49,1
4196,2018-04-26,General Request - PLANNING,1,0
4197,2018-04-26,General Request - PUBLIC WORKS,105,0
4198,2018-04-26,General Request - PUC,7,0
4199,2018-04-26,General Request - SFPD,1,0
4200,2018-04-26,General Request - TT COLLECTOR,4,0
4201,2018-04-26,Graffiti,182,0
4202,2018-04-26,Homeless Concerns,140,0
4203,2018-04-26,Illegal Postings,6,0
4204,2018-04-26,Litter Receptacles,28,0
4205,2018-04-26,MUNI Feedback,65,0
4206,2018-04-26,Noise Report,19,0
4207,2018-04-26,Parking Enforcement,206,0
4208,2018-04-26,Rec and Park Requests,22,0
4209,2018-04-26,Residential Building Request,6,0
4210,2018-04-26,SFHA Requests,4,0
4211,2018-04-26,Sewer Issues,18,0
4212,2018-04-26,Sidewalk or Curb,15,0
4213,2018-04-26,Sign Repair,7,0
4214,2018-04-26,Street Defects,51,0
4215,2018-04-26,Street and Sidewalk Cleaning,475,0
4216,2018-04-26,Streetlights,21,0
4217,2018-04-26,Temporary Sign Request,19,0
4218,2018-04-26,Tree Maintenance,29,0
4219,2018-04-27,311 External Request,2,0
4220,2018-04-27,Abandoned Vehicle,96,0
4221,2018-04-27,Blocked Street or SideWalk,7,0
4222,2018-04-27,Color Curb,3,0
4223,2018-04-27,Damaged Property,35,0
4224,2018-04-27,Encampments,180,0
4225,2018-04-27,General Request - 311CUSTOMERSERVICECENTER,3,0
4226,2018-04-27,General Request - ASSESSOR RECORDER,1,0
4227,2018-04-27,General Request - BUILDING INSPECTION,5,0
4228,2018-04-27,General Request - COUNTY CLERK,6,0
4229,2018-04-27,General Request - DPH,8,0
4230,2018-04-27,General Request - ELECTIONS,1,0
4231,2018-04-27,General Request - MTA,36,0
4232,2018-04-27,General Request - PUBLIC WORKS,70,0
4233,2018-04-27,General Request - PUC,11,0
4234,2018-04-27,General Request - RENT BOARD,1,0
4235,2018-04-27,General Request - SMALL BUSINESS,1,0
4236,2018-04-27,General Request - TT COLLECTOR,4,0
4237,2018-04-27,Graffiti,128,0
4238,2018-04-27,Homeless Concerns,156,0
4239,2018-04-27,Illegal Postings,11,0
4240,2018-04-27,Litter Receptacles,17,0
4241,2018-04-27,MUNI Feedback,67,0
4242,2018-04-27,Noise Report,19,0
4243,2018-04-27,Parking Enforcement,193,0
4244,2018-04-27,Rec and Park Requests,17,0
4245,2018-04-27,Residential Building Request,3,0
4246,2018-04-27,SFHA Requests,2,0
4247,2018-04-27,Sewer Issues,30,0
4248,2018-04-27,Sidewalk or Curb,19,0
4249,2018-04-27,Sign Repair,27,0
4250,2018-04-27,Street Defects,40,0
4251,2018-04-27,Street and Sidewalk Cleaning,449,0
4252,2018-04-27,Streetlights,14,0
4253,2018-04-27,Temporary Sign Request,13,0
4254,2018-04-27,Tree Maintenance,36,0
4255,2018-04-28,311 External Request,2,0
4256,2018-04-28,Abandoned Vehicle,60,0
4257,2018-04-28,Blocked Street or SideWalk,14,0
4258,2018-04-28,Catch Basin Maintenance,2,0
4259,2018-04-28,Color Curb,2,0
4260,2018-04-28,DPW Volunteer Programs,1,0
4261,2018-04-28,Damaged Property,29,0
4262,2018-04-28,Encampments,165,0
4263,2018-04-28,General Request - ANIMAL CARE CONTROL,4,0
4264,2018-04-28,General Request - ASSESSOR RECORDER,1,0
4265,2018-04-28,General Request - BUILDING INSPECTION,1,0
4266,2018-04-28,General Request - COUNTY CLERK,4,0
4267,2018-04-28,General Request - DPH,7,0
4268,2018-04-28,General Request - MTA,12,0
4269,2018-04-28,General Request - PUBLIC WORKS,61,0
4270,2018-04-28,General Request - PUC,10,0
4271,2018-04-28,General Request - TT COLLECTOR,1,0
4272,2018-04-28,Graffiti,165,0
4273,2018-04-28,Homeless Concerns,121,0
4274,2018-04-28,Illegal Postings,17,0
4275,2018-04-28,Litter Receptacles,19,0
4276,2018-04-28,MUNI Feedback,34,0
4277,2018-04-28,Noise Report,24,0
4278,2018-04-28,Parking Enforcement,184,0
4279,2018-04-28,Rec and Park Requests,24,0
4280,2018-04-28,Residential Building Request,3,0
4281,2018-04-28,SFHA Requests,10,0
4282,2018-04-28,Sewer Issues,18,0
4283,2018-04-28,Sidewalk or Curb,16,0
4284,2018-04-28,Sign Repair,12,0
4285,2018-04-28,Street Defects,22,0
4286,2018-04-28,Street and Sidewalk Cleaning,380,0
4287,2018-04-28,Streetlights,8,0
4288,2018-04-28,Temporary Sign Request,25,0
4289,2018-04-28,Tree Maintenance,24,0
4290,2018-04-29,311 External Request,1,0
4291,2018-04-29,Abandoned Vehicle,54,0
4292,2018-04-29,Blocked Street or SideWalk,9,0
4293,2018-04-29,Color Curb,2,0
4294,2018-04-29,Damaged Property,20,0
4295,2018-04-29,Encampments,140,0
4296,2018-04-29,General Request - ANIMAL CARE CONTROL,2,0
4297,2018-04-29,General Request - BUILDING INSPECTION,4,0
4298,2018-04-29,General Request - COUNTY CLERK,4,0
4299,2018-04-29,General Request - DPH,3,0
4300,2018-04-29,General Request - FILM COMMISSION,1,0
4301,2018-04-29,General Request - MTA,14,0
4302,2018-04-29,General Request - PUBLIC WORKS,38,0
4303,2018-04-29,General Request - PUC,8,0
4304,2018-04-29,Graffiti,165,0
4305,2018-04-29,Homeless Concerns,106,0
4306,2018-04-29,Illegal Postings,6,0
4307,2018-04-29,Litter Receptacles,20,0
4308,2018-04-29,MUNI Feedback,23,0
4309,2018-04-29,Noise Report,18,0
4310,2018-04-29,Parking Enforcement,141,0
4311,2018-04-29,Rec and Park Requests,38,0
4312,2018-04-29,Residential Building Request,5,0
4313,2018-04-29,SFHA Requests,4,0
4314,2018-04-29,Sewer Issues,16,0
4315,2018-04-29,Sidewalk or Curb,15,0
4316,2018-04-29,Sign Repair,6,0
4317,2018-04-29,Street Defects,24,0
4318,2018-04-29,Street and Sidewalk Cleaning,473,0
4319,2018-04-29,Streetlights,12,0
4320,2018-04-29,Tree Maintenance,28,0
4321,2018-04-30,311 External Request,1,0
4322,2018-04-30,Abandoned Vehicle,111,0
4323,2018-04-30,Blocked Street or SideWalk,14,0
4324,2018-04-30,Catch Basin Maintenance,1,0
4325,2018-04-30,Color Curb,9,0
4326,2018-04-30,Damaged Property,39,0
4327,2018-04-30,Encampments,176,0
4328,2018-04-30,General Request - 311CUSTOMERSERVICECENTER,2,0
4329,2018-04-30,General Request - ANIMAL CARE CONTROL,2,0
4330,2018-04-30,General Request - BOARD OF SUPERVISORS,1,0
4331,2018-04-30,General Request - BUILDING INSPECTION,4,0
4332,2018-04-30,General Request - COUNTY CLERK,12,0
4333,2018-04-30,General Request - DPH,10,0
4334,2018-04-30,General Request - MOD,1,0
4335,2018-04-30,General Request - MOH,1,0
4336,2018-04-30,General Request - MTA,33,0
4337,2018-04-30,General Request - PUBLIC WORKS,105,0
4338,2018-04-30,General Request - PUC,8,0
4339,2018-04-30,General Request - TT COLLECTOR,1,0
4340,2018-04-30,Graffiti,331,0
4341,2018-04-30,Homeless Concerns,201,0
4342,2018-04-30,Illegal Postings,20,0
4343,2018-04-30,Litter Receptacles,39,0
4344,2018-04-30,MUNI Feedback,63,0
4345,2018-04-30,Noise Report,20,0
4346,2018-04-30,Parking Enforcement,151,0
4347,2018-04-30,Rec and Park Requests,26,0
4348,2018-04-30,Residential Building Request,7,0
4349,2018-04-30,SFHA Requests,3,0
4350,2018-04-30,Sewer Issues,18,0
4351,2018-04-30,Sidewalk or Curb,33,0
4352,2018-04-30,Sign Repair,17,0
4353,2018-04-30,Street Defects,40,0
4354,2018-04-30,Street and Sidewalk Cleaning,728,0
4355,2018-04-30,Streetlights,16,0
4356,2018-04-30,Temporary Sign Request,21,0
4357,2018-04-30,Tree Maintenance,36,0
4358,2018-05-01,311 External Request,2,0
4359,2018-05-01,Abandoned Vehicle,108,0
4360,2018-05-01,Blocked Street or SideWalk,15,0
4361,2018-05-01,Catch Basin Maintenance,1,0
4362,2018-05-01,Color Curb,2,0
4363,2018-05-01,DPW Volunteer Programs,1,0
4364,2018-05-01,Damaged Property,20,0
4365,2018-05-01,Encampments,195,0
4366,2018-05-01,General Request - 311CUSTOMERSERVICECENTER,5,0
4367,2018-05-01,General Request - ASSESSOR RECORDER,3,0
4368,2018-05-01,General Request - BUILDING INSPECTION,2,0
4369,2018-05-01,General Request - COUNTY CLERK,10,0
4370,2018-05-01,General Request - DPH,9,0
4371,2018-05-01,General Request - ENVIRONMENT,1,0
4372,2018-05-01,General Request - HUMAN SERVICES AGENCY,1,0
4373,2018-05-01,General Request - MTA,19,0
4374,2018-05-01,General Request - PORT AUTHORITY,1,0
4375,2018-05-01,General Request - PUBLIC WORKS,79,0
4376,2018-05-01,General Request - PUC,9,0
4377,2018-05-01,General Request - TT COLLECTOR,2,0
4378,2018-05-01,Graffiti,219,0
4379,2018-05-01,Homeless Concerns,205,0
4380,2018-05-01,Illegal Postings,4,0
4381,2018-05-01,Litter Receptacles,23,0
4382,2018-05-01,MUNI Feedback,53,0
4383,2018-05-01,Noise Report,17,0
4384,2018-05-01,Parking Enforcement,204,0
4385,2018-05-01,Rec and Park Requests,19,0
4386,2018-05-01,Residential Building Request,5,0
4387,2018-05-01,SFHA Requests,4,0
4388,2018-05-01,Sewer Issues,21,0
4389,2018-05-01,Sidewalk or Curb,29,0
4390,2018-05-01,Sign Repair,18,0
4391,2018-05-01,Street Defects,37,0
4392,2018-05-01,Street and Sidewalk Cleaning,657,0
4393,2018-05-01,Streetlights,22,0
4394,2018-05-01,Temporary Sign Request,45,0
4395,2018-05-01,Tree Maintenance,47,0
4396,2018-05-02,311 External Request,1,0
4397,2018-05-02,Abandoned Vehicle,109,0
4398,2018-05-02,Blocked Street or SideWalk,16,0
4399,2018-05-02,Color Curb,4,0
4400,2018-05-02,DPW Volunteer Programs,1,0
4401,2018-05-02,Damaged Property,57,1
4402,2018-05-02,Encampments,195,0
4403,2018-05-02,General Request - 311CUSTOMERSERVICECENTER,5,0
4404,2018-05-02,General Request - ANIMAL CARE CONTROL,3,0
4405,2018-05-02,General Request - ASSESSOR RECORDER,3,0
4406,2018-05-02,General Request - BUILDING INSPECTION,9,0
4407,2018-05-02,General Request - COUNTY CLERK,13,0
4408,2018-05-02,General Request - DPH,11,0
4409,2018-05-02,General Request - DTIS,1,0
4410,2018-05-02,General Request - FIRE DEPARTMENT,1,0
4411,2018-05-02,General Request - MOCD,1,0
4412,2018-05-02,General Request - MTA,39,0
4413,2018-05-02,General Request - PLANNING,2,0
4414,2018-05-02,General Request - PUBLIC WORKS,71,0
4415,2018-05-02,General Request - PUC,10,0
4416,2018-05-02,General Request - RPD,1,0
4417,2018-05-02,General Request - SFPD,1,0
4418,2018-05-02,Graffiti,157,0
4419,2018-05-02,Homeless Concerns,147,0
4420,2018-05-02,Illegal Postings,14,0
4421,2018-05-02,Litter Receptacles,16,0
4422,2018-05-02,MUNI Feedback,73,0
4423,2018-05-02,Noise Report,19,0
4424,2018-05-02,Parking Enforcement,223,0
4425,2018-05-02,Rec and Park Requests,25,0
4426,2018-05-02,Residential Building Request,9,0
4427,2018-05-02,SFHA Requests,5,0
4428,2018-05-02,Sewer Issues,17,0
4429,2018-05-02,Sidewalk or Curb,18,0
4430,2018-05-02,Sign Repair,14,0
4431,2018-05-02,Street Defects,42,0
4432,2018-05-02,Street and Sidewalk Cleaning,579,0
4433,2018-05-02,Streetlights,23,0
4434,2018-05-02,Temporary Sign Request,22,0
4435,2018-05-02,Tree Maintenance,42,0
4436,2018-05-03,311 External Request,5,0
4437,2018-05-03,Abandoned Vehicle,85,0
4438,2018-05-03,Blocked Street or SideWalk,27,0
4439,2018-05-03,Catch Basin Maintenance,1,0
4440,2018-05-03,Color Curb,4,0
4441,2018-05-03,DPW Volunteer Programs,3,0
4442,2018-05-03,Damaged Property,30,0
4443,2018-05-03,Encampments,193,0
4444,2018-05-03,General Request - 311CUSTOMERSERVICECENTER,5,0
4445,2018-05-03,General Request - ANIMAL CARE CONTROL,2,0
4446,2018-05-03,General Request - ASSESSOR RECORDER,1,0
4447,2018-05-03,General Request - BOARD OF SUPERVISORS,2,0
4448,2018-05-03,General Request - BUILDING INSPECTION,5,0
4449,2018-05-03,General Request - COUNTY CLERK,14,0
4450,2018-05-03,General Request - DPH,13,0
4451,2018-05-03,General Request - FIRE DEPARTMENT,1,0
4452,2018-05-03,General Request - HUMAN RIGHTS COMMISSION,1,0
4453,2018-05-03,General Request - MTA,23,0
4454,2018-05-03,General Request - PLANNING,3,0
4455,2018-05-03,General Request - PUBLIC WORKS,88,0
4456,2018-05-03,General Request - PUC,8,0
4457,2018-05-03,General Request - TT COLLECTOR,2,0
4458,2018-05-03,Graffiti,111,0
4459,2018-05-03,Homeless Concerns,171,0
4460,2018-05-03,Illegal Postings,11,0
4461,2018-05-03,Litter Receptacles,25,0
4462,2018-05-03,MUNI Feedback,37,0
4463,2018-05-03,Noise Report,13,0
4464,2018-05-03,Parking Enforcement,216,0
4465,2018-05-03,Rec and Park Requests,13,0
4466,2018-05-03,Residential Building Request,7,0
4467,2018-05-03,SFHA Requests,2,0
4468,2018-05-03,Sewer Issues,23,0
4469,2018-05-03,Sidewalk or Curb,20,0
4470,2018-05-03,Sign Repair,16,0
4471,2018-05-03,Street Defects,33,0
4472,2018-05-03,Street and Sidewalk Cleaning,560,0
4473,2018-05-03,Streetlights,14,0
4474,2018-05-03,Temporary Sign Request,34,0
4475,2018-05-03,Tree Maintenance,35,0
4476,2018-05-04,311 External Request,3,0
4477,2018-05-04,Abandoned Vehicle,90,0
4478,2018-05-04,Blocked Street or SideWalk,12,0
4479,2018-05-04,Color Curb,2,0
4480,2018-05-04,DPW Volunteer Programs,1,0
4481,2018-05-04,Damaged Property,22,0
4482,2018-05-04,Encampments,241,0
4483,2018-05-04,General Request - 311CUSTOMERSERVICECENTER,4,0
4484,2018-05-04,General Request - ANIMAL CARE CONTROL,2,0
4485,2018-05-04,General Request - ASSESSOR RECORDER,1,0
4486,2018-05-04,General Request - BUILDING INSPECTION,8,0
4487,2018-05-04,General Request - COUNTY CLERK,13,0
4488,2018-05-04,General Request - DPH,6,0
4489,2018-05-04,General Request - FIRE DEPARTMENT,1,0
4490,2018-05-04,General Request - MTA,25,0
4491,2018-05-04,General Request - PUBLIC WORKS,79,0
4492,2018-05-04,General Request - PUC,7,0
4493,2018-05-04,General Request - RPD,1,0
4494,2018-05-04,General Request - SFPD,1,0
4495,2018-05-04,General Request - TT COLLECTOR,1,0
4496,2018-05-04,Graffiti,168,0
4497,2018-05-04,Homeless Concerns,157,0
4498,2018-05-04,Illegal Postings,11,0
4499,2018-05-04,Litter Receptacles,40,0
4500,2018-05-04,MUNI Feedback,45,0
4501,2018-05-04,Noise Report,14,0
4502,2018-05-04,Parking Enforcement,200,0
4503,2018-05-04,Rec and Park Requests,26,0
4504,2018-05-04,Residential Building Request,4,0
4505,2018-05-04,SFHA Requests,3,0
4506,2018-05-04,Sewer Issues,12,0
4507,2018-05-04,Sidewalk or Curb,15,0
4508,2018-05-04,Sign Repair,18,0
4509,2018-05-04,Street Defects,32,0
4510,2018-05-04,Street and Sidewalk Cleaning,520,0
4511,2018-05-04,Streetlights,13,0
4512,2018-05-04,Temporary Sign Request,28,0
4513,2018-05-04,Tree Maintenance,47,0
4514,2018-05-05,311 External Request,1,0
4515,2018-05-05,Abandoned Vehicle,61,0
4516,2018-05-05,Blocked Street or SideWalk,8,0
4517,2018-05-05,Color Curb,2,0
4518,2018-05-05,Damaged Property,35,0
4519,2018-05-05,Encampments,163,0
4520,2018-05-05,General Request - 311CUSTOMERSERVICECENTER,1,0
4521,2018-05-05,General Request - ANIMAL CARE CONTROL,2,0
4522,2018-05-05,General Request - ASSESSOR RECORDER,1,0
4523,2018-05-05,General Request - BUILDING INSPECTION,1,0
4524,2018-05-05,General Request - COUNTY CLERK,1,0
4525,2018-05-05,General Request - DPH,6,0
4526,2018-05-05,General Request - ELECTIONS,1,0
4527,2018-05-05,General Request - ENTERTAINMENT COMMISSION,2,0
4528,2018-05-05,General Request - ENVIRONMENT,1,0
4529,2018-05-05,General Request - MTA,7,0
4530,2018-05-05,General Request - PUBLIC WORKS,54,0
4531,2018-05-05,General Request - PUC,4,0
4532,2018-05-05,General Request - SMALL BUSINESS,1,0
4533,2018-05-05,Graffiti,262,0
4534,2018-05-05,Homeless Concerns,85,0
4535,2018-05-05,Illegal Postings,4,0
4536,2018-05-05,Litter Receptacles,28,0
4537,2018-05-05,MUNI Feedback,32,0
4538,2018-05-05,Noise Report,29,0
4539,2018-05-05,Parking Enforcement,166,0
4540,2018-05-05,Rec and Park Requests,39,0
4541,2018-05-05,Residential Building Request,4,0
4542,2018-05-05,SFHA Requests,3,0
4543,2018-05-05,Sewer Issues,16,0
4544,2018-05-05,Sidewalk or Curb,11,0
4545,2018-05-05,Sign Repair,8,0
4546,2018-05-05,Street Defects,13,0
4547,2018-05-05,Street and Sidewalk Cleaning,397,0
4548,2018-05-05,Streetlights,10,0
4549,2018-05-05,Temporary Sign Request,10,0
4550,2018-05-05,Tree Maintenance,7,0
4551,2018-05-06,311 External Request,2,0
4552,2018-05-06,Abandoned Vehicle,66,0
4553,2018-05-06,Blocked Street or SideWalk,3,0
4554,2018-05-06,DPW Volunteer Programs,1,0
4555,2018-05-06,Damaged Property,19,0
4556,2018-05-06,Encampments,173,0
4557,2018-05-06,General Request - 311CUSTOMERSERVICECENTER,3,0
4558,2018-05-06,General Request - ANIMAL CARE CONTROL,2,0
4559,2018-05-06,General Request - BUILDING INSPECTION,4,0
4560,2018-05-06,General Request - COUNTY CLERK,5,0
4561,2018-05-06,General Request - DISTRICT ATTORNEY,1,0
4562,2018-05-06,General Request - MONS,1,0
4563,2018-05-06,General Request - MTA,16,0
4564,2018-05-06,General Request - PORT AUTHORITY,1,0
4565,2018-05-06,General Request - PUBLIC WORKS,42,0
4566,2018-05-06,General Request - PUC,3,0
4567,2018-05-06,Graffiti,263,0
4568,2018-05-06,Homeless Concerns,131,0
4569,2018-05-06,Illegal Postings,24,0
4570,2018-05-06,Litter Receptacles,27,0
4571,2018-05-06,MUNI Feedback,35,0
4572,2018-05-06,Noise Report,9,0
4573,2018-05-06,Parking Enforcement,150,0
4574,2018-05-06,Rec and Park Requests,26,0
4575,2018-05-06,SFHA Requests,2,0
4576,2018-05-06,Sewer Issues,19,0
4577,2018-05-06,Sidewalk or Curb,27,0
4578,2018-05-06,Sign Repair,25,0
4579,2018-05-06,Street Defects,19,0
4580,2018-05-06,Street and Sidewalk Cleaning,373,0
4581,2018-05-06,Streetlights,7,0
4582,2018-05-06,Temporary Sign Request,2,0
4583,2018-05-06,Tree Maintenance,16,0
4584,2018-05-07,311 External Request,3,0
4585,2018-05-07,Abandoned Vehicle,117,0
4586,2018-05-07,Blocked Street or SideWalk,10,0
4587,2018-05-07,Catch Basin Maintenance,2,0
4588,2018-05-07,Color Curb,5,0
4589,2018-05-07,Damaged Property,32,0
4590,2018-05-07,Encampments,196,0
4591,2018-05-07,General Request - 311CUSTOMERSERVICECENTER,2,0
4592,2018-05-07,General Request - BUILDING INSPECTION,5,0
4593,2018-05-07,General Request - COUNTY CLERK,18,0
4594,2018-05-07,General Request - DPH,9,0
4595,2018-05-07,General Request - ELECTIONS,1,0
4596,2018-05-07,General Request - FIRE DEPARTMENT,1,0
4597,2018-05-07,General Request - HUMAN RESOURCES,1,0
4598,2018-05-07,General Request - LABOR STANDARDS ENFORCEMENT,1,0
4599,2018-05-07,General Request - MTA,29,0
4600,2018-05-07,General Request - PLANNING,2,0
4601,2018-05-07,General Request - PUBLIC WORKS,65,0
4602,2018-05-07,General Request - PUC,3,0
4603,2018-05-07,General Request - RPD,1,0
4604,2018-05-07,General Request - TT COLLECTOR,13,1
4605,2018-05-07,Graffiti,230,0
4606,2018-05-07,Homeless Concerns,187,0
4607,2018-05-07,Illegal Postings,7,0
4608,2018-05-07,Litter Receptacles,31,0
4609,2018-05-07,MUNI Feedback,54,0
4610,2018-05-07,Noise Report,14,0
4611,2018-05-07,Parking Enforcement,165,0
4612,2018-05-07,Rec and Park Requests,23,0
4613,2018-05-07,Residential Building Request,2,0
4614,2018-05-07,SFHA Requests,8,0
4615,2018-05-07,Sewer Issues,28,0
4616,2018-05-07,Sidewalk or Curb,14,0
4617,2018-05-07,Sign Repair,20,0
4618,2018-05-07,Street Defects,29,0
4619,2018-05-07,Street and Sidewalk Cleaning,596,0
4620,2018-05-07,Streetlights,20,0
4621,2018-05-07,Temporary Sign Request,39,0
4622,2018-05-07,Tree Maintenance,35,0
4623,2018-05-08,Abandoned Vehicle,116,0
4624,2018-05-08,Blocked Street or SideWalk,15,0
4625,2018-05-08,Catch Basin Maintenance,1,0
4626,2018-05-08,Color Curb,4,0
4627,2018-05-08,DPW Volunteer Programs,2,0
4628,2018-05-08,Damaged Property,25,0
4629,2018-05-08,Encampments,221,0
4630,2018-05-08,General Request - 311CUSTOMERSERVICECENTER,7,0
4631,2018-05-08,General Request - ADULT PROBATION,1,0
4632,2018-05-08,General Request - AGING ADULT SERVICES,1,0
4633,2018-05-08,General Request - ANIMAL CARE CONTROL,2,0
4634,2018-05-08,General Request - ASSESSOR RECORDER,3,0
4635,2018-05-08,General Request - BOARD OF SUPERVISORS,1,0
4636,2018-05-08,General Request - BUILDING INSPECTION,6,0
4637,2018-05-08,General Request - COUNTY CLERK,8,0
4638,2018-05-08,General Request - DPH,12,0
4639,2018-05-08,General Request - DTIS,1,0
4640,2018-05-08,General Request - MTA,36,0
4641,2018-05-08,General Request - PUBLIC WORKS,55,0
4642,2018-05-08,General Request - PUC,3,0
4643,2018-05-08,General Request - RPD,2,0
4644,2018-05-08,General Request - TT COLLECTOR,8,0
4645,2018-05-08,Graffiti,239,0
4646,2018-05-08,Homeless Concerns,180,0
4647,2018-05-08,Illegal Postings,15,0
4648,2018-05-08,Litter Receptacles,32,0
4649,2018-05-08,MUNI Feedback,48,0
4650,2018-05-08,Noise Report,30,0
4651,2018-05-08,Parking Enforcement,189,0
4652,2018-05-08,Rec and Park Requests,28,0
4653,2018-05-08,Residential Building Request,11,0
4654,2018-05-08,SFHA Requests,4,0
4655,2018-05-08,Sewer Issues,29,0
4656,2018-05-08,Sidewalk or Curb,27,0
4657,2018-05-08,Sign Repair,19,0
4658,2018-05-08,Street Defects,24,0
4659,2018-05-08,Street and Sidewalk Cleaning,559,0
4660,2018-05-08,Streetlights,10,0
4661,2018-05-08,Temporary Sign Request,14,0
4662,2018-05-08,Tree Maintenance,34,0
4663,2018-05-09,311 External Request,1,0
4664,2018-05-09,Abandoned Vehicle,112,0
4665,2018-05-09,Blocked Street or SideWalk,12,0
4666,2018-05-09,Color Curb,4,0
4667,2018-05-09,DPW Volunteer Programs,2,0
4668,2018-05-09,Damaged Property,31,0
4669,2018-05-09,Encampments,243,0
4670,2018-05-09,General Request - 311CUSTOMERSERVICECENTER,4,0
4671,2018-05-09,General Request - ASSESSOR RECORDER,1,0
4672,2018-05-09,General Request - BUILDING INSPECTION,5,0
4673,2018-05-09,General Request - COUNTY CLERK,17,0
4674,2018-05-09,General Request - DPH,15,0
4675,2018-05-09,General Request - MONS,1,0
4676,2018-05-09,General Request - MTA,23,0
4677,2018-05-09,General Request - PUBLIC WORKS,83,0
4678,2018-05-09,General Request - PUC,12,0
4679,2018-05-09,General Request - TT COLLECTOR,5,0
4680,2018-05-09,Graffiti,221,0
4681,2018-05-09,Homeless Concerns,166,0
4682,2018-05-09,Illegal Postings,11,0
4683,2018-05-09,Litter Receptacles,19,0
4684,2018-05-09,MUNI Feedback,82,0
4685,2018-05-09,Noise Report,14,0
4686,2018-05-09,Parking Enforcement,181,0
4687,2018-05-09,Rec and Park Requests,22,0
4688,2018-05-09,Residential Building Request,4,0
4689,2018-05-09,SFHA Requests,14,1
4690,2018-05-09,Sewer Issues,22,0
4691,2018-05-09,Sidewalk or Curb,28,0
4692,2018-05-09,Sign Repair,11,0
4693,2018-05-09,Street Defects,19,0
4694,2018-05-09,Street and Sidewalk Cleaning,504,0
4695,2018-05-09,Streetlights,17,0
4696,2018-05-09,Temporary Sign Request,22,0
4697,2018-05-09,Tree Maintenance,37,0
4698,2018-05-10,311 External Request,2,0
4699,2018-05-10,Abandoned Vehicle,72,0
4700,2018-05-10,Blocked Street or SideWalk,18,0
4701,2018-05-10,Catch Basin Maintenance,1,0
4702,2018-05-10,Color Curb,4,0
4703,2018-05-10,DPW Volunteer Programs,2,0
4704,2018-05-10,Damaged Property,36,0
4705,2018-05-10,Encampments,236,0
4706,2018-05-10,General Request - 311CUSTOMERSERVICECENTER,4,0
4707,2018-05-10,General Request - ANIMAL CARE CONTROL,5,0
4708,2018-05-10,General Request - ASSESSOR RECORDER,2,0
4709,2018-05-10,General Request - BUILDING INSPECTION,6,0
4710,2018-05-10,General Request - COUNTY CLERK,13,0
4711,2018-05-10,General Request - DPH,5,0
4712,2018-05-10,General Request - ELECTIONS,1,0
4713,2018-05-10,General Request - FIRE DEPARTMENT,1,0
4714,2018-05-10,General Request - MTA,27,0
4715,2018-05-10,General Request - OCC,1,0
4716,2018-05-10,General Request - PUBLIC WORKS,52,0
4717,2018-05-10,General Request - PUC,10,0
4718,2018-05-10,General Request - SFPD,1,0
4719,2018-05-10,General Request - TT COLLECTOR,4,0
4720,2018-05-10,Graffiti,268,0
4721,2018-05-10,Homeless Concerns,165,0
4722,2018-05-10,Illegal Postings,5,0
4723,2018-05-10,Litter Receptacles,34,0
4724,2018-05-10,MUNI Feedback,73,0
4725,2018-05-10,Noise Report,21,0
4726,2018-05-10,Parking Enforcement,191,0
4727,2018-05-10,Rec and Park Requests,16,0
4728,2018-05-10,Residential Building Request,5,0
4729,2018-05-10,SFHA Requests,6,0
4730,2018-05-10,Sewer Issues,21,0
4731,2018-05-10,Sidewalk or Curb,22,0
4732,2018-05-10,Sign Repair,20,0
4733,2018-05-10,Street Defects,26,0
4734,2018-05-10,Street and Sidewalk Cleaning,526,0
4735,2018-05-10,Streetlights,16,0
4736,2018-05-10,Temporary Sign Request,28,0
4737,2018-05-10,Tree Maintenance,60,0
4738,2018-05-11,311 External Request,1,0
4739,2018-05-11,Abandoned Vehicle,96,0
4740,2018-05-11,Blocked Street or SideWalk,16,0
4741,2018-05-11,Catch Basin Maintenance,1,0
4742,2018-05-11,Color Curb,2,0
4743,2018-05-11,Damaged Property,25,0
4744,2018-05-11,Encampments,202,0
4745,2018-05-11,General Request - 311CUSTOMERSERVICECENTER,4,0
